    3.000000000      1396050.244      1503.661444    
    3.004000000      1394703.555      1501.193057    
    3.008000000      1391656.420      1505.759207    
    3.012000000      1392520.676      1526.744860    
    3.016000000      1389511.286      1510.464883    
    3.020000000      1390255.829      1479.352138    
    3.024000000      1387003.445      1498.645713    
    3.028000000      1384374.761      1482.737569    
    3.032000000      1387348.437      1484.220426    
    3.036000000      1385919.403      1475.624701    
    3.040000000      1385845.563      1486.961945    
    3.044000000      1384471.144      1505.548914    
    3.048000000      1382271.428      1504.831876    
    3.052000000      1381836.729      1490.293808    
    3.056000000      1381223.607      1482.116193    
    3.060000000      1381913.554      1492.948064    
    3.064000000      1380286.184      1477.181563    
    3.068000000      1379591.390      1487.096745    
    3.072000000      1379774.089      1499.215700    
    3.076000000      1376137.791      1481.499712    
    3.080000000      1372973.277      1462.102662    
    3.084000000      1375641.568      1493.876765    
    3.088000000      1373812.049      1482.964401    
    3.092000000      1372683.849      1475.936379    
    3.096000000      1371908.894      1471.930753    
    3.100000000      1373896.736      1560.962255    
    3.104000000      1370839.909      1493.796786    
    3.108000000      1370539.438      1480.725663    
    3.112000000      1372216.124      1479.012349    
    3.116000000      1369505.593      1474.346955    
    3.120000000      1367887.545      1468.538713    
    3.124000000      1367202.444      1516.067870    
    3.128000000      1366753.372      1813.034044    
    3.132000000      1367356.756      1607.183047    
    3.136000000      1364923.303      1468.082396    
    3.140000000      1362618.640      1464.206379    
    3.144000000      1365984.547      1484.326628    
    3.148000000      1364496.923      1485.833932    
    3.152000000      1363517.282      1462.642901    
    3.156000000      1364310.363      1468.745710    
    3.160000000      1360732.055      1681.433888    
    3.164000000      1362880.906      1477.138681    
    3.168000000      1360188.661      1493.259322    
    3.172000000      1359372.498      1497.258295    
    3.176000000      1355941.265      1463.948538    
    3.180000000      1356113.487      1467.983149    
    3.184000000      1358565.416      1473.104003    
    3.188000000      1360112.126      1491.132511    
    3.192000000      1356634.380      1476.270587    
    3.196000000      1354037.851      1450.844396    
    3.200000000      1353070.063      1471.486677    
    3.204000000      1355316.541      1466.326267    
    3.208000000      1355444.543      1473.668239    
    3.212000000      1352416.775      1462.611800    
    3.216000000      1351099.605      1473.240013    
